ligand,receptor
GAD1_SLC6A13,GABRA6_GABRB3_GABRG2
GAD1_SLC6A6,GABBR1
GAD1_SLC6A6,GABBR2
GAD1_SLC6A6,GABRA1_GABRB2
GAD1_SLC6A6,GABRA1_GABRB2_GABRD
GAD1_SLC6A6,GABRA1_GABRB2_GABRG2
GAD1_SLC6A6,GABRA1_GABRB3
GAD1_SLC6A6,GABRA1_GABRB3_GABRG2
GAD1_SLC6A6,GABRA2_GABRB3_GABRG2
GAD1_SLC6A6,GABRA3_GABRB3_GABRE
GAD1_SLC6A6,GABRA3_GABRB3_GABRG2
GAD1_SLC6A6,GABRA3_GABRB3_GABRQ
GAD1_SLC6A6,GABRA4_GABRB2_GABRD
GAD1_SLC6A6,GABRA4_GABRB3_GABRD
GAD1_SLC6A6,GABRA4_GABRB3_GABRG2
GAD1_SLC6A6,GABRA5_GABRB3_GABRG2
GAD1_SLC6A6,GABRA6_GABRB3_GABRD
GAD1_SLC6A6,GABRA6_GABRB3_GABRG2
GAD1_SLC6A8,GABBR1
GAD1_SLC6A8,GABBR2
GAD1_SLC6A8,GABRA1_GABRB2
GAD1_SLC6A8,GABRA1_GABRB2_GABRD
GAD1_SLC6A8,GABRA1_GABRB2_GABRG2
GAD1_SLC6A8,GABRA1_GABRB3
GAD1_SLC6A8,GABRA1_GABRB3_GABRG2
GAD1_SLC6A8,GABRA2_GABRB3_GABRG2
GAD1_SLC6A8,GABRA3_GABRB3_GABRE
GAD1_SLC6A8,GABRA3_GABRB3_GABRG2
GAD1_SLC6A8,GABRA3_GABRB3_GABRQ
GAD1_SLC6A8,GABRA4_GABRB2_GABRD
GAD1_SLC6A8,GABRA4_GABRB3_GABRD
GAD1_SLC6A8,GABRA4_GABRB3_GABRG2
GAD1_SLC6A8,GABRA5_GABRB3_GABRG2
GAD1_SLC6A8,GABRA6_GABRB3_GABRD
GAD1_SLC6A8,GABRA6_GABRB3_GABRG2
GAD2_SLC32A1,GABBR1
GAD2_SLC32A1,GABBR2
GAD2_SLC32A1,GABRA1_GABRB2
GAD2_SLC32A1,GABRA1_GABRB2_GABRD
GAD2_SLC32A1,GABRA1_GABRB2_GABRG2
GAD2_SLC32A1,GABRA1_GABRB3
GAD2_SLC32A1,GABRA1_GABRB3_GABRG2
GAD2_SLC32A1,GABRA2_GABRB3_GABRG2
GAD2_SLC32A1,GABRA3_GABRB3_GABRE
GAD2_SLC32A1,GABRA3_GABRB3_GABRG2
GAD2_SLC32A1,GABRA3_GABRB3_GABRQ
GAD2_SLC32A1,GABRA4_GABRB2_GABRD
GAD2_SLC32A1,GABRA4_GABRB3_GABRD
GAD2_SLC32A1,GABRA4_GABRB3_GABRG2
GAD2_SLC32A1,GABRA5_GABRB3_GABRG2
GAD2_SLC32A1,GABRA6_GABRB3_GABRD
GAD2_SLC32A1,GABRA6_GABRB3_GABRG2
GAD2_SLC6A1,GABBR1
GAD2_SLC6A1,GABBR2
GAD2_SLC6A1,GABRA1_GABRB2
GAD2_SLC6A1,GABRA1_GABRB2_GABRD
GAD2_SLC6A1,GABRA1_GABRB2_GABRG2
GAD2_SLC6A1,GABRA1_GABRB3
GAD2_SLC6A1,GABRA1_GABRB3_GABRG2
GAD2_SLC6A1,GABRA2_GABRB3_GABRG2
GAD2_SLC6A1,GABRA3_GABRB3_GABRE
GAD2_SLC6A1,GABRA3_GABRB3_GABRG2
GAD2_SLC6A1,GABRA3_GABRB3_GABRQ
GAD2_SLC6A1,GABRA4_GABRB2_GABRD
GAD2_SLC6A1,GABRA4_GABRB3_GABRD
GAD2_SLC6A1,GABRA4_GABRB3_GABRG2
GAD2_SLC6A1,GABRA5_GABRB3_GABRG2
GAD2_SLC6A1,GABRA6_GABRB3_GABRD
GAD2_SLC6A1,GABRA6_GABRB3_GABRG2
GAD2_SLC6A11,GABBR1
GAD2_SLC6A11,GABBR2
GAD2_SLC6A11,GABRA1_GABRB2
GAD2_SLC6A11,GABRA1_GABRB2_GABRD
GAD2_SLC6A11,GABRA1_GABRB2_GABRG2
GAD2_SLC6A11,GABRA1_GABRB3
GAD2_SLC6A11,GABRA1_GABRB3_GABRG2
GAD2_SLC6A11,GABRA2_GABRB3_GABRG2
GAD2_SLC6A11,GABRA3_GABRB3_GABRE
GAD2_SLC6A11,GABRA3_GABRB3_GABRG2
GAD2_SLC6A11,GABRA3_GABRB3_GABRQ
GAD2_SLC6A11,GABRA4_GABRB2_GABRD
GAD2_SLC6A11,GABRA4_GABRB3_GABRD
GAD2_SLC6A11,GABRA4_GABRB3_GABRG2
GAD2_SLC6A11,GABRA5_GABRB3_GABRG2
GAD2_SLC6A11,GABRA6_GABRB3_GABRD
GAD2_SLC6A11,GABRA6_GABRB3_GABRG2
GAD2_SLC6A12,GABBR1
GAD2_SLC6A12,GABBR2
GAD2_SLC6A12,GABRA1_GABRB2
GAD2_SLC6A12,GABRA1_GABRB2_GABRD
GAD2_SLC6A12,GABRA1_GABRB2_GABRG2
GAD2_SLC6A12,GABRA1_GABRB3
GAD2_SLC6A12,GABRA1_GABRB3_GABRG2
GAD2_SLC6A12,GABRA2_GABRB3_GABRG2
GAD2_SLC6A12,GABRA3_GABRB3_GABRE
GAD2_SLC6A12,GABRA3_GABRB3_GABRG2
GAD2_SLC6A12,GABRA3_GABRB3_GABRQ
GAD2_SLC6A12,GABRA4_GABRB2_GABRD
GAD2_SLC6A12,GABRA4_GABRB3_GABRD
GAD2_SLC6A12,GABRA4_GABRB3_GABRG2
GAD2_SLC6A12,GABRA5_GABRB3_GABRG2
GAD2_SLC6A12,GABRA6_GABRB3_GABRD
GAD2_SLC6A12,GABRA6_GABRB3_GABRG2
GAD2_SLC6A13,GABBR1
GAD2_SLC6A13,GABBR2
GAD2_SLC6A13,GABRA1_GABRB2
GAD2_SLC6A13,GABRA1_GABRB2_GABRD
GAD2_SLC6A13,GABRA1_GABRB2_GABRG2
GAD2_SLC6A13,GABRA1_GABRB3
GAD2_SLC6A13,GABRA1_GABRB3_GABRG2
GAD2_SLC6A13,GABRA2_GABRB3_GABRG2
GAD2_SLC6A13,GABRA3_GABRB3_GABRE
GAD2_SLC6A13,GABRA3_GABRB3_GABRG2
GAD2_SLC6A13,GABRA3_GABRB3_GABRQ
GAD2_SLC6A13,GABRA4_GABRB2_GABRD
GAD2_SLC6A13,GABRA4_GABRB3_GABRD
GAD2_SLC6A13,GABRA4_GABRB3_GABRG2
GAD2_SLC6A13,GABRA5_GABRB3_GABRG2
GAD2_SLC6A13,GABRA6_GABRB3_GABRD
GAD2_SLC6A13,GABRA6_GABRB3_GABRG2
GAD2_SLC6A6,GABBR1
GAD2_SLC6A6,GABBR2
GAD2_SLC6A6,GABRA1_GABRB2
GAD2_SLC6A6,GABRA1_GABRB2_GABRD
GAD2_SLC6A6,GABRA1_GABRB2_GABRG2
GAD2_SLC6A6,GABRA1_GABRB3
GAD2_SLC6A6,GABRA1_GABRB3_GABRG2
GAD2_SLC6A6,GABRA2_GABRB3_GABRG2
GAD2_SLC6A6,GABRA3_GABRB3_GABRE
GAD2_SLC6A6,GABRA3_GABRB3_GABRG2
GAD2_SLC6A6,GABRA3_GABRB3_GABRQ
GAD2_SLC6A6,GABRA4_GABRB2_GABRD
GAD2_SLC6A6,GABRA4_GABRB3_GABRD
GAD2_SLC6A6,GABRA4_GABRB3_GABRG2
GAD2_SLC6A6,GABRA5_GABRB3_GABRG2
GAD2_SLC6A6,GABRA6_GABRB3_GABRD
GAD2_SLC6A6,GABRA6_GABRB3_GABRG2
GAD2_SLC6A8,GABBR1
GAD2_SLC6A8,GABBR2
GAD2_SLC6A8,GABRA1_GABRB2
GAD2_SLC6A8,GABRA1_GABRB2_GABRD
GAD2_SLC6A8,GABRA1_GABRB2_GABRG2
GAD2_SLC6A8,GABRA1_GABRB3
GAD2_SLC6A8,GABRA1_GABRB3_GABRG2
GAD2_SLC6A8,GABRA2_GABRB3_GABRG2
GAD2_SLC6A8,GABRA3_GABRB3_GABRE
GAD2_SLC6A8,GABRA3_GABRB3_GABRG2
GAD2_SLC6A8,GABRA3_GABRB3_GABRQ
GAD2_SLC6A8,GABRA4_GABRB2_GABRD
GAD2_SLC6A8,GABRA4_GABRB3_GABRD
GAD2_SLC6A8,GABRA4_GABRB3_GABRG2
GAD2_SLC6A8,GABRA5_GABRB3_GABRG2
GAD2_SLC6A8,GABRA6_GABRB3_GABRD
GAD2_SLC6A8,GABRA6_GABRB3_GABRG2
GAL,GALR1
GAL,GALR1_GPR151
GAL,GALR2
GAL,GALR2_GPR151
GAL,GALR3
GAL,GALR3_GPR151
GALP,GALR1
GALP,GALR1_GPR151
GALP,GALR2
GALP,GALR2_GPR151
GALP,GALR3
GALP,GALR3_GPR151
LGALS3,MERTK
LGALS9,BCR_CD22_PTPRC
LGALS9,HAVCR2
LGALS9,P4HB
GAST,ADGRG1
GAST,CCKAR
GAST,CCKBR
GIP,GIPR
GRP,GRPR
GRP,NMBR
GLS_SLC17A6,GRIA1
GLS_SLC17A6,GRIA2
GLS_SLC17A6,GRIA3
GLS_SLC17A6,GRIA4
GLS_SLC17A6,GRIK1
GLS_SLC17A6,GRIK1_GRIK4
GLS_SLC17A6,GRIK1_GRIK5
GLS_SLC17A6,GRIK2
GLS_SLC17A6,GRIK2_GRIK4
GLS_SLC17A6,GRIK2_GRIK5
GLS_SLC17A6,GRIK3
GLS_SLC17A6,GRIK3_GRIK4
GLS_SLC17A6,GRIK3_GRIK5
GLS_SLC17A6,GRIN1_GRIN2A
GLS_SLC17A6,GRIN1_GRIN2B
GLS_SLC17A6,GRIN1_GRIN2C
GLS_SLC17A6,GRIN1_GRIN2D
GLS_SLC17A6,GRM1
GLS_SLC17A6,GRM2
GLS_SLC17A6,GRM3
GLS_SLC17A6,GRM4
GLS_SLC17A6,GRM5
GLS_SLC17A6,GRM6
GLS_SLC17A6,GRM7
GLS_SLC17A6,GRM8
GLS_SLC17A7,GRIA1
GLS_SLC17A7,GRIA2
GLS_SLC17A7,GRIA3
GLS_SLC17A7,GRIA4
GLS_SLC17A7,GRIK1
GLS_SLC17A7,GRIK1_GRIK4
GLS_SLC17A7,GRIK1_GRIK5
GLS_SLC17A7,GRIK2
GLS_SLC17A7,GRIK2_GRIK4
GLS_SLC17A7,GRIK2_GRIK5
GLS_SLC17A7,GRIK3
GLS_SLC17A7,GRIK3_GRIK4
GLS_SLC17A7,GRIK3_GRIK5
GLS_SLC17A7,GRIN1_GRIN2A
GLS_SLC17A7,GRIN1_GRIN2B
GLS_SLC17A7,GRIN1_GRIN2C
GLS_SLC17A7,GRIN1_GRIN2D
GLS_SLC17A7,GRM1
GLS_SLC17A7,GRM2
GLS_SLC17A7,GRM3
GLS_SLC17A7,GRM4
GLS_SLC17A7,GRM5
GLS_SLC17A7,GRM6
GLS_SLC17A7,GRM7
GLS_SLC17A7,GRM8
GLS_SLC17A8,GRIA1
GLS_SLC17A8,GRIA2
GLS_SLC17A8,GRIA3
GLS_SLC17A8,GRIA4
GLS_SLC17A8,GRIK1
GLS_SLC17A8,GRIK1_GRIK4
GLS_SLC17A8,GRIK1_GRIK5
GLS_SLC17A8,GRIK2
GLS_SLC17A8,GRIK2_GRIK4
GLS_SLC17A8,GRIK2_GRIK5
GLS_SLC17A8,GRIK3
GLS_SLC17A8,GRIK3_GRIK4
GLS_SLC17A8,GRIK3_GRIK5
GLS_SLC17A8,GRIN1_GRIN2A
GLS_SLC17A8,GRIN1_GRIN2B
GLS_SLC17A8,GRIN1_GRIN2C
GLS_SLC17A8,GRIN1_GRIN2D
GLS_SLC17A8,GRM1
GLS_SLC17A8,GRM2
GLS_SLC17A8,GRM3
GLS_SLC17A8,GRM4
GLS_SLC17A8,GRM5
GLS_SLC17A8,GRM6
GLS_SLC17A8,GRM7
GLS_SLC17A8,GRM8
GLS_SLC1A1,GRIA1
GLS_SLC1A1,GRIA2
GLS_SLC1A1,GRIA3
GLS_SLC1A1,GRIA4
GLS_SLC1A1,GRIK1
GLS_SLC1A1,GRIK1_GRIK4
GLS_SLC1A1,GRIK1_GRIK5
GLS_SLC1A1,GRIK2
GLS_SLC1A1,GRIK2_GRIK4
GLS_SLC1A1,GRIK2_GRIK5
GLS_SLC1A1,GRIK3
GLS_SLC1A1,GRIK3_GRIK4
GLS_SLC1A1,GRIK3_GRIK5
GLS_SLC1A1,GRIN1_GRIN2A
GLS_SLC1A1,GRIN1_GRIN2B
GLS_SLC1A1,GRIN1_GRIN2C
GLS_SLC1A1,GRIN1_GRIN2D
GLS_SLC1A1,GRM1
GLS_SLC1A1,GRM2
GLS_SLC1A1,GRM3
GLS_SLC1A1,GRM4
GLS_SLC1A1,GRM5
GLS_SLC1A1,GRM6
GLS_SLC1A1,GRM7
GLS_SLC1A1,GRM8
GLS_SLC1A2,GRIA1
GLS_SLC1A2,GRIA2
GLS_SLC1A2,GRIA3
GLS_SLC1A2,GRIA4
GLS_SLC1A2,GRIK1
GLS_SLC1A2,GRIK1_GRIK4
GLS_SLC1A2,GRIK1_GRIK5
GLS_SLC1A2,GRIK2
GLS_SLC1A2,GRIK2_GRIK4
GLS_SLC1A2,GRIK2_GRIK5
GLS_SLC1A2,GRIK3
GLS_SLC1A2,GRIK3_GRIK4
GLS_SLC1A2,GRIK3_GRIK5
GLS_SLC1A2,GRIN1_GRIN2A
GLS_SLC1A2,GRIN1_GRIN2B
GLS_SLC1A2,GRIN1_GRIN2C
GLS_SLC1A2,GRIN1_GRIN2D
GLS_SLC1A2,GRM1
GLS_SLC1A2,GRM2
GLS_SLC1A2,GRM3
GLS_SLC1A2,GRM4
GLS_SLC1A2,GRM5
GLS_SLC1A2,GRM6
GLS_SLC1A2,GRM7
GLS_SLC1A2,GRM8
GLS_SLC1A3,GRIA1
GLS_SLC1A3,GRIA2
GLS_SLC1A3,GRIA3
GLS_SLC1A3,GRIA4
GLS_SLC1A3,GRIK1
GLS_SLC1A3,GRIK1_GRIK4
GLS_SLC1A3,GRIK1_GRIK5
GLS_SLC1A3,GRIK2
GLS_SLC1A3,GRIK2_GRIK4
GLS_SLC1A3,GRIK2_GRIK5
GLS_SLC1A3,GRIK3
GLS_SLC1A3,GRIK3_GRIK4
GLS_SLC1A3,GRIK3_GRIK5
GLS_SLC1A3,GRIN1_GRIN2A
GLS_SLC1A3,GRIN1_GRIN2B
GLS_SLC1A3,GRIN1_GRIN2C
GLS_SLC1A3,GRIN1_GRIN2D
GLS_SLC1A3,GRM1
GLS_SLC1A3,GRM2
GLS_SLC1A3,GRM3
GLS_SLC1A3,GRM4
GLS_SLC1A3,GRM5
GLS_SLC1A3,GRM6
GLS_SLC1A3,GRM7
GLS_SLC1A3,GRM8
GLS_SLC1A6,GRIA1
GLS_SLC1A6,GRIA2
GLS_SLC1A6,GRIA3
GLS_SLC1A6,GRIA4
GLS_SLC1A6,GRIK1
GLS_SLC1A6,GRIK1_GRIK4
GLS_SLC1A6,GRIK1_GRIK5
GLS_SLC1A6,GRIK2
GLS_SLC1A6,GRIK2_GRIK4
GLS_SLC1A6,GRIK2_GRIK5
GLS_SLC1A6,GRIK3
GLS_SLC1A6,GRIK3_GRIK4
GLS_SLC1A6,GRIK3_GRIK5
GLS_SLC1A6,GRIN1_GRIN2A
GLS_SLC1A6,GRIN1_GRIN2B
GLS_SLC1A6,GRIN1_GRIN2C
GLS_SLC1A6,GRIN1_GRIN2D
GLS_SLC1A6,GRM1
GLS_SLC1A6,GRM2
GLS_SLC1A6,GRM3
GLS_SLC1A6,GRM4
GLS_SLC1A6,GRM5
GLS_SLC1A6,GRM6
GLS_SLC1A6,GRM7
GLS_SLC1A6,GRM8
GLS_SLC1A7,GRIA1
GLS_SLC1A7,GRIA2
GLS_SLC1A7,GRIA3
GLS_SLC1A7,GRIA4
GLS_SLC1A7,GRIK1
GLS_SLC1A7,GRIK1_GRIK4
GLS_SLC1A7,GRIK1_GRIK5
GLS_SLC1A7,GRIK2
GLS_SLC1A7,GRIK2_GRIK4
GLS_SLC1A7,GRIK2_GRIK5
GLS_SLC1A7,GRIK3
GLS_SLC1A7,GRIK3_GRIK4
GLS_SLC1A7,GRIK3_GRIK5
GLS_SLC1A7,GRIN1_GRIN2A
GLS_SLC1A7,GRIN1_GRIN2B
GLS_SLC1A7,GRIN1_GRIN2C
GLS_SLC1A7,GRIN1_GRIN2D
GLS_SLC1A7,GRM1
GLS_SLC1A7,GRM2
GLS_SLC1A7,GRM3
GLS_SLC1A7,GRM4
GLS_SLC1A7,GRM5
GLS_SLC1A7,GRM6
GLS_SLC1A7,GRM7
GLS_SLC1A7,GRM8
GLS2_SLC17A6,GRIA1
GLS2_SLC17A6,GRIA2
GLS2_SLC17A6,GRIA3
GLS2_SLC17A6,GRIA4
GLS2_SLC17A6,GRIK1
GLS2_SLC17A6,GRIK1_GRIK4
GLS2_SLC17A6,GRIK1_GRIK5
GLS2_SLC17A6,GRIK2
GLS2_SLC17A6,GRIK2_GRIK4
GLS2_SLC17A6,GRIK2_GRIK5
GLS2_SLC17A6,GRIK3
GLS2_SLC17A6,GRIK3_GRIK4
GLS2_SLC17A6,GRIK3_GRIK5
GLS2_SLC17A6,GRIN1_GRIN2A
GLS2_SLC17A6,GRIN1_GRIN2B
GLS2_SLC17A6,GRIN1_GRIN2C
GLS2_SLC17A6,GRIN1_GRIN2D
GLS2_SLC17A6,GRM1
GLS2_SLC17A6,GRM2
GLS2_SLC17A6,GRM3
GLS2_SLC17A6,GRM4
GLS2_SLC17A6,GRM5
GLS2_SLC17A6,GRM6
GLS2_SLC17A6,GRM7
GLS2_SLC17A6,GRM8
GLS2_SLC17A7,GRIA1
GLS2_SLC17A7,GRIA2
GLS2_SLC17A7,GRIA3
GLS2_SLC17A7,GRIA4
GLS2_SLC17A7,GRIK1
GLS2_SLC17A7,GRIK1_GRIK4
GLS2_SLC17A7,GRIK1_GRIK5
GLS2_SLC17A7,GRIK2
GLS2_SLC17A7,GRIK2_GRIK4
GLS2_SLC17A7,GRIK2_GRIK5
GLS2_SLC17A7,GRIK3
GLS2_SLC17A7,GRIK3_GRIK4
GLS2_SLC17A7,GRIK3_GRIK5
GLS2_SLC17A7,GRIN1_GRIN2A
GLS2_SLC17A7,GRIN1_GRIN2B
GLS2_SLC17A7,GRIN1_GRIN2C
GLS2_SLC17A7,GRIN1_GRIN2D
GLS2_SLC17A7,GRM1
GLS2_SLC17A7,GRM2
GLS2_SLC17A7,GRM3
GLS2_SLC17A7,GRM4
GLS2_SLC17A7,GRM5
GLS2_SLC17A7,GRM6
GLS2_SLC17A7,GRM7
GLS2_SLC17A7,GRM8
GLS2_SLC17A8,GRIA1
GLS2_SLC17A8,GRIA2
GLS2_SLC17A8,GRIA3
GLS2_SLC17A8,GRIA4
GLS2_SLC17A8,GRIK1
GLS2_SLC17A8,GRIK1_GRIK4
GLS2_SLC17A8,GRIK1_GRIK5
GLS2_SLC17A8,GRIK2
GLS2_SLC17A8,GRIK2_GRIK4
GLS2_SLC17A8,GRIK2_GRIK5
GLS2_SLC17A8,GRIK3
GLS2_SLC17A8,GRIK3_GRIK4
GLS2_SLC17A8,GRIK3_GRIK5
GLS2_SLC17A8,GRIN1_GRIN2A
GLS2_SLC17A8,GRIN1_GRIN2B
GLS2_SLC17A8,GRIN1_GRIN2C
GLS2_SLC17A8,GRIN1_GRIN2D
GLS2_SLC17A8,GRM1
GLS2_SLC17A8,GRM2
GLS2_SLC17A8,GRM3
GLS2_SLC17A8,GRM4
GLS2_SLC17A8,GRM5
GLS2_SLC17A8,GRM6
GLS2_SLC17A8,GRM7
GLS2_SLC17A8,GRM8
GLS2_SLC1A1,GRIA1
GLS2_SLC1A1,GRIA2
GLS2_SLC1A1,GRIA3
GLS2_SLC1A1,GRIA4
GLS2_SLC1A1,GRIK1
GLS2_SLC1A1,GRIK1_GRIK4
GLS2_SLC1A1,GRIK1_GRIK5
GLS2_SLC1A1,GRIK2
GLS2_SLC1A1,GRIK2_GRIK4
GLS2_SLC1A1,GRIK2_GRIK5
GLS2_SLC1A1,GRIK3
GLS2_SLC1A1,GRIK3_GRIK4
GLS2_SLC1A1,GRIK3_GRIK5
GLS2_SLC1A1,GRIN1_GRIN2A
GLS2_SLC1A1,GRIN1_GRIN2B
GLS2_SLC1A1,GRIN1_GRIN2C
GLS2_SLC1A1,GRIN1_GRIN2D
GLS2_SLC1A1,GRM1
GLS2_SLC1A1,GRM2
GLS2_SLC1A1,GRM3
GLS2_SLC1A1,GRM4
GLS2_SLC1A1,GRM5
GLS2_SLC1A1,GRM6
GLS2_SLC1A1,GRM7
GLS2_SLC1A1,GRM8
GLS2_SLC1A2,GRIA1
GLS2_SLC1A2,GRIA2
GLS2_SLC1A2,GRIA3
GLS2_SLC1A2,GRIA4
GLS2_SLC1A2,GRIK1
GLS2_SLC1A2,GRIK1_GRIK4
GLS2_SLC1A2,GRIK1_GRIK5
GLS2_SLC1A2,GRIK2
GLS2_SLC1A2,GRIK2_GRIK4
GLS2_SLC1A2,GRIK2_GRIK5
GLS2_SLC1A2,GRIK3
GLS2_SLC1A2,GRIK3_GRIK4
GLS2_SLC1A2,GRIK3_GRIK5
GLS2_SLC1A2,GRIN1_GRIN2A
GLS2_SLC1A2,GRIN1_GRIN2B
GLS2_SLC1A2,GRIN1_GRIN2C
GLS2_SLC1A2,GRIN1_GRIN2D
GLS2_SLC1A2,GRM1
GLS2_SLC1A2,GRM2
GLS2_SLC1A2,GRM3
GLS2_SLC1A2,GRM4
GLS2_SLC1A2,GRM5
GLS2_SLC1A2,GRM6
GLS2_SLC1A2,GRM7
GLS2_SLC1A2,GRM8
GLS2_SLC1A3,GRIA1
GLS2_SLC1A3,GRIA2
GLS2_SLC1A3,GRIA3
GLS2_SLC1A3,GRIA4
GLS2_SLC1A3,GRIK1
GLS2_SLC1A3,GRIK1_GRIK4
GLS2_SLC1A3,GRIK1_GRIK5
GLS2_SLC1A3,GRIK2
GLS2_SLC1A3,GRIK2_GRIK4
GLS2_SLC1A3,GRIK2_GRIK5
GLS2_SLC1A3,GRIK3
GLS2_SLC1A3,GRIK3_GRIK4
GLS2_SLC1A3,GRIK3_GRIK5
GLS2_SLC1A3,GRIN1_GRIN2A
GLS2_SLC1A3,GRIN1_GRIN2B
GLS2_SLC1A3,GRIN1_GRIN2C
GLS2_SLC1A3,GRIN1_GRIN2D
GLS2_SLC1A3,GRM1
GLS2_SLC1A3,GRM2
GLS2_SLC1A3,GRM3
GLS2_SLC1A3,GRM4
GLS2_SLC1A3,GRM5
GLS2_SLC1A3,GRM6
GLS2_SLC1A3,GRM7
GLS2_SLC1A3,GRM8
GLS2_SLC1A6,GRIA1
GLS2_SLC1A6,GRIA2
GLS2_SLC1A6,GRIA3
GLS2_SLC1A6,GRIA4
GLS2_SLC1A6,GRIK1
GLS2_SLC1A6,GRIK1_GRIK4
GLS2_SLC1A6,GRIK1_GRIK5
GLS2_SLC1A6,GRIK2
GLS2_SLC1A6,GRIK2_GRIK4
GLS2_SLC1A6,GRIK2_GRIK5
GLS2_SLC1A6,GRIK3
GLS2_SLC1A6,GRIK3_GRIK4
GLS2_SLC1A6,GRIK3_GRIK5
GLS2_SLC1A6,GRIN1_GRIN2A
GLS2_SLC1A6,GRIN1_GRIN2B
GLS2_SLC1A6,GRIN1_GRIN2C
GLS2_SLC1A6,GRIN1_GRIN2D
GLS2_SLC1A6,GRM1
GLS2_SLC1A6,GRM2
GLS2_SLC1A6,GRM3
GLS2_SLC1A6,GRM4
GLS2_SLC1A6,GRM5
GLS2_SLC1A6,GRM6
GLS2_SLC1A6,GRM7
GLS2_SLC1A6,GRM8
GLS2_SLC1A7,GRIA1
GLS2_SLC1A7,GRIA2
GLS2_SLC1A7,GRIA3
GLS2_SLC1A7,GRIA4
GLS2_SLC1A7,GRIK1
GLS2_SLC1A7,GRIK1_GRIK4
GLS2_SLC1A7,GRIK1_GRIK5
GLS2_SLC1A7,GRIK2
GLS2_SLC1A7,GRIK2_GRIK4
GLS2_SLC1A7,GRIK2_GRIK5
GLS2_SLC1A7,GRIK3
GLS2_SLC1A7,GRIK3_GRIK4
GLS2_SLC1A7,GRIK3_GRIK5
GLS2_SLC1A7,GRIN1_GRIN2A
GLS2_SLC1A7,GRIN1_GRIN2B
GLS2_SLC1A7,GRIN1_GRIN2C
GLS2_SLC1A7,GRIN1_GRIN2D
GLS2_SLC1A7,GRM1
GLS2_SLC1A7,GRM2
GLS2_SLC1A7,GRM3
GLS2_SLC1A7,GRM4
GLS2_SLC1A7,GRM5
GLS2_SLC1A7,GRM6
GLS2_SLC1A7,GRM7
GLS2_SLC1A7,GRM8
SHMT1_SLC6A5,GLRA1_GLRB
SHMT1_SLC6A5,GLRA2
SHMT1_SLC6A9,GLRA1_GLRB
SHMT1_SLC6A9,GLRA2
SHMT2_SLC6A5,GLRA1_GLRB
SHMT2_SLC6A5,GLRA2
SHMT2_SLC6A9,GLRA1_GLRB
SHMT2_SLC6A9,GLRA2
GAS6,AXL
GAS6,MERTK
GAS6,TYRO3
GDF1,ACVR1B_ACVR2B
GDF10,ACVR1B_ACVR2B
GDF11,ACVR1B_ACVR2A
GDF11,ACVR1B_ACVR2B
GDF11,ACVR2A_TGFBR1
GDF11,ACVR2B_TGFBR1
GDF2,ACVR2A_ACVRL1
GDF2,ACVRL1_BMPR2
GDF3,ACVR1B_ACVR2B
GDF5,ACVR2A_BMPR1A
GDF5,ACVR2A_BMPR1B
GDF5,ACVR2B_BMPR1A
GDF5,ACVR2B_BMPR1B
GDF5,BMPR1B_BMPR2
GDF6,ACVR2A_BMPR1A
GDF6,ACVR2A_BMPR1B
GDF6,ACVR2B_BMPR1B
GDF6,BMPR1A_BMPR2
GDF6,BMPR1B_BMPR2
GDF7,ACVR2A_BMPR1A
GDF7,ACVR2A_BMPR1B
GDF7,ACVR2B_BMPR1A
GDF7,ACVR2B_BMPR1B
GDF7,BMPR1A_BMPR2
GDF7,BMPR1B_BMPR2
GDF9,BMPR2_TGFBR1
MSTN,ACVR1B_ACVR2B
MSTN,ACVR2A_TGFBR1
MSTN,ACVR2B_TGFBR1
BTC,ERBB3
BTC,ERBB4
GHRH,GHRHR
GHRL,GHRHR
GHRL,GHSR
GHRL,GPR39
HDC,HRH1
HDC,HRH2
HDC,HRH3
HDC,HRH4
HLA-A,KIR3DL1
HLA-B,KIR3DL2
HLA-C,KIR2DL1
HLA-C,KIR2DL3
HLA-E,KLRC1
HLA-E,KLRC1_KLRD1
HLA-E,KLRC2
HLA-E,KLRC2_KLRD1
HLA-E,KLRC3_KLRD1
HLA-E,KLRK1
HLA-F,KIR3DL1
HLA-F,KIR3DL2
HLA-F,KIR3DS1
HLA-F,LILRB1
HLA-F,LILRB2
HLA-G,LILRB1
HLA-G,LILRB2
MT-RNR2,FPR2
MT-RNR2,FPR3
IHH,BOC_PTCH1
IHH,CDON_PTCH1
IHH,GAS1_PTCH1
IHH,HHIP
INHBA_INHBB,ACVR1_ACVR2A
INHBA_INHBB,ACVR1_ACVR2B
INHBA_INHBB,ACVR1B_ACVR2A
INHBA_INHBB,ACVR1B_ACVR2B
INHBA_INHBB,ACVR1C_ACVR2A
INHBA_INHBB,ACVR1C_ACVR2B
INS,INSR
INSL3,RXFP2
INSL5,RXFP4
IGF1,GPC3_IGF1R
IGF1,IGF1R
IGF1,ITGA6_ITGB4
IGF1,ITGAV_ITGB3
IGF2,IGF1R
IGF2,IGF2R
IGFBP3,TMEM219
IGFL1,IGFLR1
IGFL2,IGFLR1
IGFL3,IGFLR1
IFNA1,IFNAR1_IFNAR2
IFNA10,IFNAR1_IFNAR2
IFNA14,IFNAR1_IFNAR2
IFNA16,IFNAR1_IFNAR2
IFNA17,IFNAR1_IFNAR2
IFNA2,IFNAR1_IFNAR2
